,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY
UNIT_ENGLISH_SEADOG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.61, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 13.27, 17.66, 11.64, 16.66, 5.52, 5.52, 5.52, 3.61, 12.11, 9.22, 7.45, 100.00, 9.22, 4.21, 3.34, 11.11, 3.21, 4.21, 4.31, 100.00, 5.72, 6.95, 1.86, 2.82, 1.32, 3.21, 1.32, 5.07, 3.54, 100.00, 3.04, 1.20, 1.20, 0.78, 1.11, 0.66, 1.00, 1.00, 0.88, 0.45, 0.29, 0.66, 0.63, 100.00, 0.23, 1.05, 100.00, 0.08, 0.46, 0.20, 0.20, 0.14, 0.17, 0.17, 0.46, 0.15, 0.04, 0.04, 0.06, 131.92, 0.28, 0.35, 0.15, 0.15, 0.09, 0.13, 0.14, 130.61, 0.03, 0.05, 0.14, 0.15, 0.10, 7.45, 0.66, 1.61, 0.78, 10.00, 4.21, 3.34, 5.52, 0.44, 3.04, 1.05, 0.73, 0.45, 4.41, 2.30, 0.78, 11.64, 0.48, 100.00, 1.20, 100.00, 9.73, 1.82, 0.38, 0.02, 100.00, 0.51, 1.46, 0.35, 6.48, 1.21, 4.21, 1.00, 3.61, 0.85, 0.38, 0.29, 14.51, 10.00, 9.22, 100.00, 0.45, 4.00, 1.32, 8.48, 3.60, 1.55
UNIT_FIELD_CANNON, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 24.03, 13.50, 22.04, 12.50, 11.64, 8.31, 8.31, 5.59, 10.09, 18.19, 14.93, 100.00, 18.19, 8.89, 7.60, 9.09, 6.62, 8.89, 12.11, 100.00, 6.74, 6.88, 3.66, 5.52, 2.86, 6.62, 2.86, 5.84, 4.21, 100.00, 6.12, 2.30, 2.30, 1.22, 3.63, 0.78, 1.13, 1.13, 1.00, 0.98, 0.65, 1.06, 1.20, 100.00, 0.36, 1.22, 100.00, 0.14, 0.85, 0.46, 0.20, 0.09, 0.14, 0.14, 0.85, 0.23, 0.05, 0.05, 0.07, 131.92, 0.25, 0.55, 0.16, 0.22, 0.06, 0.19, 0.18, 130.61, 0.04, 0.05, 0.09, 0.23, 0.15, 14.93, 0.61, 3.56, 1.70, 3.57, 8.89, 7.60, 4.43, 0.71, 6.12, 0.79, 0.81, 0.42, 2.46, 4.50, 1.70, 22.04, 0.43, 100.00, 2.30, 100.00, 7.14, 3.92, 0.82, 0.03, 100.00, 1.13, 3.12, 0.78, 5.00, 2.66, 8.89, 0.84, 5.59, 1.63, 0.82, 0.65, 25.00, 3.84, 18.19, 100.00, 0.98, 2.94, 2.86, 13.53, 2.22, 3.34
UNIT_CAVALRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.65, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.66, 12.50, 16.66, 11.11, 11.11, 11.11, 11.11, 8.65, 8.33, 10.98, 12.50, 100.00, 10.98, 7.55, 7.55, 8.33, 5.46, 7.55, 8.33, 100.00, 7.69, 5.88, 3.05, 5.31, 3.05, 5.46, 3.05, 4.54, 3.57, 100.00, 3.46, 1.69, 1.69, 1.69, 2.42, 1.52, 2.22, 2.22, 1.02, 1.00, 0.69, 0.78, 0.79, 100.00, 0.54, 1.35, 100.00, 0.13, 0.54, 0.54, 0.46, 0.21, 0.32, 0.32, 0.36, 0.24, 0.03, 0.03, 0.05, 82.58, 0.32, 0.79, 0.24, 0.21, 0.11, 0.16, 0.22, 82.58, 0.02, 0.04, 0.19, 0.16, 0.11, 12.50, 1.52, 5.17, 1.69, 7.14, 7.55, 7.55, 11.11, 0.46, 3.46, 1.35, 0.90, 1.02, 4.54, 3.88, 1.69, 16.66, 0.51, 100.00, 1.16, 100.00, 6.66, 4.08, 0.88, 0.02, 100.00, 1.14, 3.17, 0.79, 5.26, 2.78, 7.55, 2.22, 8.65, 1.14, 0.59, 0.69, 12.73, 7.69, 14.28, 100.00, 1.00, 7.14, 3.05, 13.33, 3.75, 3.51
UNIT_RUSSIAN_COSSACK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 14.28, 14.28, 14.28, 11.11, 10.00, 13.33, 14.28, 100.00, 13.33, 11.11, 11.11, 10.00, 8.65, 11.11, 11.11, 100.00, 9.09, 6.66, 4.50, 7.18, 4.50, 8.65, 4.50, 5.88, 4.54, 100.00, 5.15, 2.53, 2.53, 2.53, 3.50, 2.22, 3.45, 3.45, 1.52, 1.44, 1.00, 1.16, 1.14, 100.00, 0.79, 1.97, 100.00, 0.20, 0.79, 0.79, 0.68, 0.32, 0.46, 0.46, 0.54, 0.36, 0.04, 0.04, 0.08, 82.58, 0.46, 1.14, 0.36, 0.31, 0.16, 0.24, 0.34, 82.58, 0.03, 0.05, 0.28, 0.24, 0.16, 14.28, 2.22, 6.66, 2.53, 9.09, 11.11, 11.11, 14.28, 0.67, 5.15, 1.97, 1.35, 1.52, 5.88, 5.46, 2.53, 20.00, 0.76, 100.00, 1.70, 100.00, 8.33, 6.20, 1.26, 0.03, 100.00, 1.69, 4.73, 1.14, 6.66, 4.08, 11.11, 3.45, 11.11, 1.69, 0.86, 1.00, 16.66, 9.09, 16.66, 100.00, 1.44, 8.33, 4.50, 16.66, 5.26, 5.23
UNIT_ENGLISH_REDCOAT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.31, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 28.57, 18.18, 12.50, 18.18, 12.50, 11.27, 11.27, 11.27, 8.31, 4.16, 16.53, 12.45, 100.00, 16.53, 7.76, 7.76, 8.33, 6.17, 7.76, 4.54, 100.00, 8.33, 2.78, 3.80, 4.54, 3.80, 6.17, 3.80, 2.27, 3.33, 100.00, 6.34, 2.18, 2.18, 2.18, 2.08, 1.26, 1.51, 1.51, 0.94, 1.28, 0.86, 1.00, 1.00, 100.00, 0.67, 2.16, 100.00, 0.16, 0.67, 0.60, 0.49, 0.25, 0.35, 0.35, 0.82, 0.31, 0.05, 0.05, 0.07, 41.29, 0.35, 1.00, 0.31, 0.26, 0.15, 0.20, 0.27, 41.29, 0.03, 0.05, 0.21, 0.37, 0.16, 12.45, 1.26, 3.13, 2.18, 3.57, 7.76, 7.76, 4.02, 0.58, 6.34, 1.09, 1.45, 0.94, 2.27, 4.87, 2.18, 18.18, 0.57, 100.00, 2.69, 100.00, 7.14, 5.04, 1.06, 0.02, 100.00, 1.49, 4.10, 1.00, 5.00, 3.46, 7.76, 1.51, 8.31, 1.49, 1.30, 0.86, 20.00, 3.84, 15.26, 100.00, 1.28, 3.13, 3.80, 12.87, 2.17, 4.39
UNIT_FRENCH_GARDE_IMPERIALE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.85, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 12.50, 12.50, 12.50, 10.85, 5.00, 18.18, 14.28, 100.00, 18.18, 9.34, 9.34, 10.00, 7.27, 9.34, 4.54, 100.00, 9.09, 3.33, 3.88, 6.17, 3.88, 7.27, 3.88, 2.63, 4.00, 100.00, 7.75, 2.20, 2.20, 2.20, 1.80, 1.17, 1.59, 1.59, 0.83, 1.26, 0.88, 1.00, 1.00, 100.00, 0.69, 1.69, 100.00, 0.13, 0.69, 0.50, 0.43, 0.22, 0.31, 0.31, 0.83, 0.31, 0.03, 0.03, 0.05, 82.58, 0.31, 1.00, 0.31, 0.26, 0.12, 0.21, 0.23, 82.58, 0.02, 0.03, 0.20, 0.38, 0.14, 14.28, 1.17, 3.13, 2.20, 3.84, 9.34, 9.34, 4.16, 0.59, 7.75, 1.02, 1.14, 0.83, 2.63, 4.73, 2.20, 20.00, 0.48, 100.00, 2.64, 100.00, 7.69, 5.23, 1.07, 0.02, 100.00, 1.44, 4.08, 1.00, 6.25, 3.51, 9.34, 1.59, 10.85, 1.44, 1.30, 0.88, 20.00, 4.54, 16.66, 100.00, 1.26, 4.16, 3.88, 15.38, 2.46, 4.50
UNIT_MEDIC, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_IRONCLAD, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 25.00, 25.00, 25.00, 20.00, 16.66, 16.66, 16.66, 12.50, 16.66, 20.00, 16.66, 100.00, 20.00, 12.50, 12.50, 16.66, 10.85, 12.50, 7.69, 100.00, 11.11, 11.11, 5.46, 8.31, 5.46, 10.85, 5.46, 9.09, 7.69, 100.00, 9.34, 3.17, 3.17, 3.17, 3.19, 2.86, 4.23, 4.23, 2.75, 1.86, 1.26, 1.49, 1.44, 100.00, 1.00, 3.81, 100.00, 0.25, 1.00, 0.69, 0.88, 0.40, 0.59, 0.59, 1.00, 0.45, 0.04, 0.04, 0.08, 82.58, 0.82, 1.44, 0.45, 0.39, 0.20, 0.31, 0.27, 82.58, 0.03, 0.06, 0.36, 0.45, 0.21, 16.66, 2.86, 5.55, 3.17, 14.29, 12.50, 12.50, 16.66, 0.86, 9.34, 3.81, 2.45, 1.94, 9.09, 7.27, 3.17, 25.00, 1.33, 100.00, 3.17, 100.00, 14.29, 7.55, 1.59, 0.03, 100.00, 2.20, 6.20, 1.44, 11.11, 5.23, 12.50, 4.23, 12.50, 2.20, 1.59, 1.26, 25.00, 16.66, 20.00, 100.00, 1.86, 9.09, 5.46, 20.00, 7.69, 6.42
UNIT_RANGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.21, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.39, 11.11, 16.39, 11.11, 8.90, 6.12, 6.12, 4.25, 7.14, 11.87, 10.53, 100.00, 11.87, 5.72, 5.72, 7.14, 4.09, 5.72, 10.00, 100.00, 5.30, 5.00, 2.20, 3.40, 2.20, 4.09, 2.20, 3.89, 2.70, 100.00, 3.77, 1.27, 1.27, 0.88, 2.52, 0.63, 0.95, 0.95, 0.81, 0.74, 0.50, 0.46, 0.59, 100.00, 0.26, 1.00, 100.00, 0.13, 0.39, 0.49, 0.16, 0.09, 0.13, 0.13, 0.39, 0.22, 0.05, 0.05, 0.08, 130.61, 0.25, 0.41, 0.15, 0.20, 0.07, 0.17, 0.16, 130.61, 0.04, 0.06, 0.09, 0.22, 0.14, 10.53, 0.63, 5.74, 1.27, 5.88, 5.72, 5.72, 8.90, 0.32, 3.77, 1.00, 0.66, 0.43, 3.89, 2.80, 1.27, 16.39, 0.45, 100.00, 1.27, 100.00, 5.88, 3.00, 0.63, 0.03, 100.00, 0.87, 2.44, 0.59, 4.00, 2.06, 5.72, 0.95, 4.25, 0.87, 0.63, 0.50, 19.10, 6.66, 11.87, 100.00, 0.74, 5.00, 2.20, 9.06, 3.20, 2.61
UNIT_OBSERVATION_BALLOON, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_BIPLANE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 42.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 70.66, 52.00, 68.66, 51.00, 52.00, 52.00, 52.00, 42.00, 35.33, 70.66, 54.00, 100.00, 70.66, 44.00, 42.00, 34.33, 37.33, 44.00, 22.00, 100.00, 34.33, 22.00, 24.50, 26.01, 22.63, 37.33, 22.63, 18.66, 13.11, 100.00, 32.57, 16.22, 16.22, 14.76, 11.09, 9.82, 12.11, 12.11, 7.31, 7.41, 5.06, 6.14, 7.73, 100.00, 4.00, 7.92, 100.00, 1.00, 5.60, 2.88, 0.00, 0.00, 2.20, 2.20, 5.60, 2.38, 0.21, 0.14, 0.69, 0.00, 2.64, 6.75, 0.00, 2.11, 0.94, 1.70, 1.02, 0.00, 0.07, 0.41, 0.00, 2.38, 1.21, 54.00, 8.85, 14.50, 14.76, 26.00, 44.00, 42.00, 54.00, 4.28, 32.57, 8.89, 5.50, 6.51, 17.66, 28.77, 14.76, 68.66, 3.71, 100.00, 16.22, 100.00, 26.00, 28.57, 7.42, 0.00, 100.00, 8.58, 23.88, 5.77, 17.66, 22.30, 44.00, 12.11, 42.00, 10.98, 7.42, 5.06, 68.66, 27.00, 70.66, 100.00, 7.41, 21.00, 22.63, 54.00, 17.66, 24.24
UNIT_INFANTRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 25.00, 20.00, 25.00, 16.66, 16.66, 16.66, 16.66, 12.50, 6.25, 22.22, 16.66, 100.00, 22.22, 12.50, 12.50, 12.50, 10.85, 12.50, 5.55, 100.00, 11.11, 3.84, 5.46, 8.31, 5.46, 10.85, 5.46, 3.33, 5.00, 100.00, 10.77, 3.17, 3.17, 3.17, 2.43, 1.59, 2.14, 2.14, 1.17, 1.86, 1.26, 1.49, 1.44, 100.00, 1.00, 2.58, 100.00, 0.18, 1.00, 0.71, 0.61, 0.31, 0.43, 0.43, 1.20, 0.45, 0.04, 0.04, 0.07, 82.58, 0.43, 1.44, 0.45, 0.39, 0.17, 0.31, 0.32, 82.58, 0.02, 0.04, 0.27, 0.56, 0.21, 16.66, 1.59, 3.84, 3.17, 5.00, 12.50, 12.50, 5.55, 0.86, 10.77, 1.43, 1.69, 1.17, 3.33, 7.27, 3.17, 25.00, 0.68, 100.00, 3.87, 100.00, 10.00, 7.55, 1.59, 0.03, 100.00, 2.20, 6.20, 1.44, 7.69, 5.23, 12.50, 2.14, 12.50, 2.20, 1.91, 1.26, 25.00, 5.55, 20.00, 100.00, 1.86, 4.54, 5.46, 20.00, 2.94, 6.42
UNIT_ARTILLERY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 15.51, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 22.04, 22.04, 22.04, 16.39, 13.50, 27.00, 24.22, 100.00, 27.00, 15.21, 13.59, 12.50, 11.45, 15.21, 17.66, 100.00, 12.50, 10.09, 6.41, 8.68, 5.39, 11.45, 5.39, 8.14, 6.00, 100.00, 10.91, 3.85, 3.85, 4.65, 5.75, 4.00, 5.00, 5.00, 2.16, 1.84, 1.25, 1.65, 2.00, 100.00, 1.45, 2.04, 100.00, 0.34, 1.41, 1.00, 0.90, 0.46, 0.65, 0.65, 1.41, 0.44, 0.11, 0.11, 0.11, 131.92, 0.40, 2.19, 0.66, 0.38, 0.29, 0.30, 0.30, 130.61, 0.07, 0.08, 0.38, 0.44, 0.19, 24.22, 2.00, 5.48, 3.08, 5.55, 15.21, 13.59, 7.39, 1.11, 10.91, 1.26, 1.39, 1.64, 3.57, 7.93, 3.08, 33.33, 0.70, 100.00, 3.85, 100.00, 11.11, 7.44, 1.57, 0.04, 100.00, 2.13, 5.90, 1.47, 7.14, 4.90, 15.21, 2.50, 16.39, 2.77, 1.57, 1.25, 33.33, 5.55, 27.00, 100.00, 1.84, 4.54, 5.39, 24.03, 3.38, 6.48
UNIT_BATTLESHIP, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 18.19, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 52.00, 35.33, 34.33, 35.33, 34.33, 24.03, 24.03, 24.03, 18.19, 26.00, 27.00, 24.22, 100.00, 27.00, 16.59, 14.81, 25.00, 13.27, 16.59, 10.09, 100.00, 13.50, 17.66, 7.45, 8.68, 6.26, 13.27, 6.26, 15.29, 11.00, 100.00, 12.71, 4.50, 4.50, 3.61, 4.31, 3.20, 4.86, 4.86, 5.07, 2.16, 1.46, 2.03, 2.30, 100.00, 1.13, 6.13, 100.00, 8.72, 1.63, 1.11, 1.00, 0.45, 1.02, 1.02, 1.63, 0.51, 4.88, 4.70, 4.69, 131.92, 1.64, 2.30, 0.51, 0.45, 0.25, 0.63, 0.30, 131.92, 4.52, 4.45, 0.38, 0.85, 0.23, 24.22, 3.20, 6.88, 3.61, 21.00, 16.59, 14.81, 24.03, 1.33, 12.71, 6.13, 4.14, 2.20, 14.29, 9.22, 3.61, 35.33, 2.76, 100.00, 4.50, 100.00, 21.00, 8.70, 1.82, 0.05, 100.00, 2.47, 6.90, 1.70, 15.29, 5.71, 16.59, 4.86, 16.39, 3.21, 2.46, 1.46, 35.33, 26.00, 27.00, 100.00, 2.16, 10.09, 6.26, 24.03, 15.29, 7.60
UNIT_BRAZILIAN_MINAS_GERAES, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.66, 52.00, 51.00, 52.00, 51.00, 35.33, 35.33, 35.33, 27.00, 34.33, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 33.33, 24.03, 27.00, 13.50, 100.00, 21.00, 26.00, 14.93, 13.53, 13.21, 24.03, 13.21, 21.00, 15.29, 100.00, 21.33, 9.22, 9.22, 7.88, 6.88, 5.88, 7.14, 7.14, 10.71, 4.65, 3.12, 3.98, 4.50, 100.00, 2.47, 11.00, 100.00, 13.74, 3.21, 2.16, 2.20, 1.00, 2.04, 2.04, 3.21, 1.13, 5.54, 5.22, 5.23, 131.92, 3.38, 4.50, 1.13, 0.98, 0.55, 1.20, 0.55, 131.92, 4.93, 4.84, 0.81, 1.63, 0.51, 35.33, 5.88, 10.09, 7.88, 34.33, 27.00, 25.00, 35.33, 2.61, 21.33, 11.00, 8.46, 4.86, 20.00, 18.19, 7.88, 52.00, 5.75, 100.00, 9.22, 100.00, 34.33, 16.74, 3.92, 0.07, 100.00, 5.52, 14.51, 3.61, 21.00, 12.95, 27.00, 7.14, 25.00, 6.62, 4.86, 3.12, 52.00, 34.33, 42.00, 100.00, 4.65, 13.50, 13.21, 35.33, 21.00, 14.81
UNIT_SUBMARINE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 42.00, 51.00, 40.00, 50.00, 25.00, 25.00, 25.00, 22.04, 34.33, 35.33, 30.57, 100.00, 35.33, 21.33, 19.39, 33.33, 18.19, 21.33, 12.11, 100.00, 16.66, 21.00, 11.08, 10.61, 9.64, 18.19, 9.64, 17.66, 12.11, 100.00, 16.59, 6.62, 6.62, 5.52, 6.00, 4.86, 5.88, 5.88, 6.95, 3.12, 2.16, 2.82, 3.21, 100.00, 1.70, 7.48, 100.00, 0.45, 2.30, 1.54, 0.97, 0.49, 1.00, 1.00, 2.30, 0.78, 0.09, 0.09, 0.13, 131.92, 1.91, 2.47, 0.78, 0.65, 0.38, 0.51, 0.27, 130.61, 0.07, 0.09, 0.40, 0.78, 0.35, 30.57, 4.86, 7.14, 5.52, 25.00, 21.33, 19.39, 25.00, 1.85, 16.59, 7.48, 5.33, 3.20, 16.66, 13.27, 5.52, 40.00, 3.60, 100.00, 6.62, 100.00, 25.00, 12.95, 2.66, 0.05, 100.00, 3.61, 10.09, 2.47, 16.66, 8.70, 21.33, 5.88, 22.04, 4.50, 2.66, 2.16, 40.00, 25.00, 35.33, 100.00, 3.12, 11.11, 9.64, 27.00, 16.66, 11.14
